device_id,user_id,device_type,os,device_city
D300547,U103061,Windows PC,Android 10,Mumbai
D300548,U100958,iPhone,Android 10,Chennai
D300549,U101231,Android Phone,MacOS 10.15,Kolkata
D300550,U102938,iPhone,Windows 11,Bangalore
D300551,U101626,Android Phone,iOS 12,Mumbai
D300552,U103252,iPhone,Android 12,Delhi
D300553,U104654,Android Phone,iOS 12,Ahmedabad
D300554,U104656,iPhone,Windows 10,Mumbai
D300555,U103646,Windows PC,Android 12,Bangalore
D300556,U104843,Android Phone,Android 9,Ahmedabad
D300557,U103680,iPhone,iOS 13,Hyderabad
D300558,U100339,Mac,iOS 15,Delhi
D300559,U104779,iPhone,iOS 14,Mumbai
D300560,U102834,Android Phone,Android 11,Kolkata
D300561,U100028,Android Phone,MacOS 10.15,Chennai
D300562,U103102,Android Phone,iOS 15,Lucknow
D300563,U101222,Android Phone,Windows 10,Mumbai
D300564,U102672,Android Phone,MacOS 12,Delhi
D300565,U103289,Windows PC,iOS 14,Hyderabad
D300566,U100138,iPhone,iOS 14,Lucknow
D300567,U102191,iPhone,Windows 11,Delhi
D300568,U100277,Android Phone,Windows 11,Jaipur
D300569,U100564,Android Phone,MacOS 10.15,Lucknow
D300570,U101056,iPhone,Windows 10,Kolkata
D300571,U103906,iPhone,Android 9,Kolkata
D300572,U102065,Mac,iOS 12,Lucknow
D300573,U100235,iPhone,iOS 15,Pune
D300574,U103735,Android Phone,iOS 13,Hyderabad
D300575,U102719,iPhone,Android 9,Bangalore
D300576,U100708,iPhone,Android 12,Lucknow
D300577,U102812,Android Phone,Android 12,Bangalore
D300578,U101243,iPhone,Android 9,Chennai
D300579,U103179,Android Phone,Windows 11,Jaipur
D300580,U104737,Android Phone,iOS 12,Hyderabad
D300581,U101578,Android Phone,Windows 11,Ahmedabad
D300582,U103727,iPhone,MacOS 10.15,Lucknow
D300583,U100118,iPhone,MacOS 10.15,Pune
D300584,U102035,Android Phone,MacOS 10.15,Mumbai
D300585,U104444,iPhone,iOS 13,Ahmedabad
D300586,U100373,iPhone,Android 11,Hyderabad
D300587,U104646,Android Phone,Android 10,Mumbai
D300588,U100468,Android Phone,iOS 15,Mumbai
D300589,U102409,Android Phone,Android 10,Lucknow
D300590,U100905,Android Phone,Android 11,Mumbai
D300591,U100103,Mac,Android 11,Kolkata
D300592,U101746,Windows PC,Android 12,Lucknow
D300593,U102904,Android Phone,iOS 12,Jaipur
D300594,U103611,iPhone,Android 12,Jaipur
D300595,U101579,Android Phone,iOS 14,Ahmedabad
D300596,U102462,Android Phone,MacOS 12,Kolkata
D300597,U100912,Android Phone,iOS 15,Bangalore
D300598,U103648,Android Phone,Windows 10,Jaipur
D300599,U100844,Android Phone,Android 10,Hyderabad
D300600,U104305,Android Phone,Android 10,Chennai
D300601,U100896,Android Phone,Android 11,Lucknow
D300602,U103320,Android Phone,MacOS 10.15,Chennai
D300603,U101654,iPhone,Android 11,Delhi
D300604,U104982,Android Phone,MacOS 12,Pune
D300605,U101403,Android Phone,Windows 11,Kolkata
D300606,U104743,Android Phone,Windows 11,Pune
D300607,U104182,Tablet,Android 12,Pune
D300608,U102339,Android Phone,Android 10,Pune
D300609,U102476,iPhone,Android 11,Chennai
D300610,U101768,Android Phone,MacOS 10.15,Bangalore
D300611,U102138,Android Phone,iOS 13,Chennai
D300612,U102329,iPhone,iOS 12,Lucknow
D300613,U100729,iPhone,Android 11,Ahmedabad
D300614,U101614,Tablet,iOS 12,Chennai
D300615,U104379,Android Phone,iOS 12,Lucknow
D300616,U104894,Android Phone,Windows 10,Ahmedabad
D300617,U100274,iPhone,Windows 11,Hyderabad
D300618,U103661,Android Phone,iOS 13,Jaipur
D300619,U101197,iPhone,iOS 12,Lucknow
D300620,U103269,Windows PC,iOS 13,Hyderabad
D300621,U103107,Android Phone,Android 11,Mumbai
D300622,U104394,iPhone,Android 9,Kolkata
D300623,U103511,Android Phone,Android 11,Bangalore
D300624,U104118,Android Phone,Android 9,Pune
D300625,U104005,Tablet,Android 9,Delhi
D300626,U103236,Android Phone,Android 11,Kolkata
D300627,U102051,Android Phone,MacOS 10.15,Kolkata
D300628,U101685,iPhone,Android 11,Chennai
D300629,U101733,Android Phone,Windows 10,Pune
D300630,U101793,Android Phone,Android 10,Hyderabad
D300631,U101442,Android Phone,iOS 13,Bangalore
D300632,U101553,Android Phone,iOS 15,Jaipur
D300633,U102840,Android Phone,iOS 14,Kolkata
D300634,U101350,iPhone,Windows 11,Mumbai
D300635,U101743,Android Phone,Android 12,Pune
D300636,U103545,Mac,Windows 10,Chennai
D300637,U101640,Android Phone,iOS 12,Pune
D300638,U100532,Android Phone,iOS 13,Ahmedabad
D300639,U100084,Mac,Android 12,Pune
D300640,U103825,Windows PC,MacOS 12,Lucknow
D300641,U104741,Android Phone,Windows 11,Pune
D300642,U103412,Android Phone,iOS 13,Chennai
D300643,U100302,Windows PC,Windows 10,Lucknow
D300644,U102816,Android Phone,MacOS 10.15,Hyderabad
D300645,U101354,Android Phone,Android 12,Ahmedabad
D300646,U101603,iPhone,Android 12,Chennai
D300647,U104607,Windows PC,Windows 11,Lucknow
D300648,U104121,iPhone,Android 12,Lucknow
D300649,U103676,Android Phone,Android 10,Lucknow
D300650,U102504,Tablet,iOS 15,Chennai
D300651,U102890,Android Phone,Android 11,Jaipur
D300652,U104579,iPhone,iOS 15,Pune
D300653,U103304,Android Phone,Android 10,Delhi
D300654,U102894,iPhone,iOS 13,Lucknow
D300655,U100485,iPhone,Android 11,Hyderabad
D300656,U104982,Android Phone,iOS 14,Hyderabad
D300657,U104043,iPhone,Android 11,Chennai
D300658,U101823,Windows PC,Android 12,Jaipur
D300659,U101250,Android Phone,MacOS 10.15,Delhi
D300660,U104839,Android Phone,MacOS 12,Chennai
D300661,U104781,Android Phone,Android 12,Hyderabad
D300662,U102101,iPhone,iOS 15,Mumbai
D300663,U101156,iPhone,iOS 12,Bangalore
D300664,U103989,Android Phone,Android 11,Pune
D300665,U103126,Android Phone,Android 10,Hyderabad
D300666,U104500,iPhone,MacOS 10.15,Jaipur
D300667,U102726,Android Phone,Android 9,Jaipur
D300668,U102759,Android Phone,iOS 13,Delhi
D300669,U100715,Android Phone,Android 11,Chennai
D300670,U103015,iPhone,Windows 11,Jaipur
D300671,U101814,Tablet,Android 10,Lucknow
D300672,U101027,iPhone,iOS 14,Delhi
D300673,U103906,Android Phone,iOS 12,Ahmedabad
D300674,U101728,Windows PC,iOS 14,Bangalore
D300675,U101062,Android Phone,Android 11,Jaipur
D300676,U104802,Mac,Android 10,Kolkata
D300677,U104814,Android Phone,Android 11,Mumbai
D300678,U102472,Mac,iOS 14,Bangalore
D300679,U101477,Windows PC,iOS 15,Lucknow
D300680,U100809,Windows PC,MacOS 10.15,Ahmedabad
D300681,U103133,Android Phone,MacOS 12,Delhi
D300682,U103054,Windows PC,Windows 11,Lucknow
D300683,U103094,iPhone,Android 9,Jaipur
D300684,U103838,Android Phone,Windows 10,Hyderabad
D300685,U102353,Android Phone,Windows 10,Delhi
D300686,U103416,iPhone,Windows 10,Kolkata
D300687,U103276,Mac,iOS 15,Mumbai
D300688,U103978,iPhone,Windows 10,Chennai
D300689,U103717,Android Phone,iOS 15,Chennai
D300690,U100179,iPhone,iOS 15,Ahmedabad
D300691,U103095,Android Phone,Windows 10,Ahmedabad
D300692,U104877,Android Phone,Android 9,Mumbai
D300693,U102799,iPhone,iOS 14,Jaipur
D300694,U102648,iPhone,Android 10,Pune
D300695,U103033,iPhone,MacOS 12,Pune
D300696,U102799,iPhone,MacOS 12,Ahmedabad
D300697,U102009,Android Phone,Android 10,Ahmedabad
D300698,U104969,iPhone,MacOS 10.15,Ahmedabad
D300699,U100354,Android Phone,iOS 13,Bangalore
D300700,U104071,Tablet,Windows 10,Pune
D300701,U100798,Mac,iOS 15,Lucknow
D300702,U101032,Mac,Android 10,Ahmedabad
D300703,U103033,Mac,MacOS 10.15,Kolkata
D300704,U103189,iPhone,iOS 15,Pune
D300705,U104635,Android Phone,iOS 13,Lucknow
D300706,U101471,Windows PC,iOS 15,Pune
D300707,U100128,Android Phone,MacOS 12,Ahmedabad
D300708,U101275,Windows PC,iOS 15,Jaipur
D300709,U102720,Android Phone,iOS 15,Chennai
D300710,U101786,Windows PC,MacOS 10.15,Chennai
D300711,U101260,iPhone,Windows 10,Chennai
D300712,U104570,Windows PC,Android 10,Chennai
D300713,U102808,Android Phone,Windows 11,Pune
D300714,U103360,iPhone,MacOS 10.15,Kolkata
D300715,U103748,Mac,Windows 10,Lucknow
D300716,U102045,Android Phone,Android 10,Pune
D300717,U103677,Android Phone,iOS 14,Pune
D300718,U104818,Android Phone,Android 9,Lucknow
D300719,U103624,iPhone,Windows 11,Jaipur
D300720,U101484,iPhone,MacOS 12,Delhi
D300721,U103894,iPhone,Android 9,Lucknow
D300722,U101180,Android Phone,Android 10,Jaipur
D300723,U100363,Android Phone,MacOS 12,Chennai
D300724,U102220,Mac,Windows 11,Bangalore
D300725,U102547,iPhone,Windows 11,Hyderabad
D300726,U102348,Android Phone,Android 11,Lucknow
D300727,U101308,Android Phone,iOS 15,Pune
D300728,U101364,Android Phone,Windows 11,Hyderabad
D300729,U104606,Windows PC,Android 9,Bangalore
D300730,U101457,iPhone,Android 12,Jaipur
D300731,U103914,iPhone,Android 12,Ahmedabad
D300732,U101287,iPhone,iOS 14,Delhi
D300733,U100537,Windows PC,Android 12,Bangalore
D300734,U100316,Android Phone,iOS 12,Jaipur
D300735,U101216,Android Phone,Android 12,Ahmedabad
D300736,U104206,Android Phone,Android 9,Kolkata
D300737,U102276,Tablet,Windows 10,Hyderabad
D300738,U103475,iPhone,iOS 15,Mumbai
D300739,U104814,iPhone,MacOS 10.15,Jaipur
D300740,U100240,Windows PC,iOS 14,Pune
D300741,U100548,Android Phone,Windows 10,Hyderabad
D300742,U104600,Android Phone,iOS 12,Pune
D300743,U102839,iPhone,iOS 12,Hyderabad
D300744,U103089,Tablet,iOS 12,Kolkata
D300745,U101706,Android Phone,MacOS 12,Mumbai
D300746,U104133,Android Phone,iOS 13,Kolkata
D300747,U103231,Mac,MacOS 10.15,Jaipur
D300748,U101288,iPhone,Android 12,Delhi
D300749,U103243,iPhone,Windows 10,Kolkata
D300750,U100019,Android Phone,Android 12,Jaipur
D300751,U101202,Android Phone,iOS 12,Hyderabad
D300752,U101019,Android Phone,MacOS 10.15,Delhi
D300753,U103929,Android Phone,Windows 10,Jaipur
D300754,U103675,Windows PC,iOS 13,Delhi
D300755,U100456,iPhone,iOS 12,Kolkata
D300756,U104532,Windows PC,Windows 11,Mumbai
D300757,U104090,Android Phone,Android 10,Bangalore
D300758,U102173,Android Phone,MacOS 10.15,Chennai
D300759,U101059,iPhone,iOS 15,Bangalore
D300760,U102101,Android Phone,Android 12,Jaipur
D300761,U102947,Android Phone,Windows 10,Hyderabad
D300762,U103150,Android Phone,MacOS 12,Chennai
D300763,U101736,Android Phone,iOS 12,Bangalore
D300764,U100507,Android Phone,iOS 12,Kolkata
D300765,U103048,Android Phone,MacOS 12,Chennai
D300766,U103525,Windows PC,iOS 12,Jaipur
D300767,U101337,Android Phone,MacOS 10.15,Bangalore
D300768,U103197,iPhone,MacOS 10.15,Pune
D300769,U102844,iPhone,iOS 14,Kolkata
D300770,U102506,iPhone,Android 9,Bangalore
D300771,U100040,iPhone,Android 9,Kolkata
D300772,U101536,Android Phone,Android 12,Mumbai
D300773,U101872,Android Phone,Android 9,Hyderabad
D300774,U104169,iPhone,Windows 11,Ahmedabad
D300775,U104131,Tablet,iOS 15,Hyderabad
D300776,U104368,Android Phone,iOS 13,Delhi
D300777,U102315,Android Phone,Windows 11,Hyderabad
D300778,U101634,Tablet,Android 10,Delhi
D300779,U102496,iPhone,iOS 14,Chennai
D300780,U103958,iPhone,iOS 12,Pune
D300781,U103107,iPhone,Android 9,Lucknow
D300782,U103006,Mac,iOS 13,Lucknow
D300783,U102171,iPhone,Android 10,Hyderabad
D300784,U103482,iPhone,Android 9,Bangalore
D300785,U104335,iPhone,Android 11,Jaipur
D300786,U103339,Android Phone,Android 11,Chennai
D300787,U102016,Mac,iOS 15,Hyderabad
D300788,U104199,Tablet,Windows 11,Mumbai
D300789,U104712,iPhone,iOS 13,Chennai
D300790,U103982,Android Phone,iOS 15,Kolkata
D300791,U104384,iPhone,Android 10,Ahmedabad
D300792,U101327,Android Phone,Windows 11,Jaipur
D300793,U102105,iPhone,iOS 14,Mumbai
D300794,U101246,Android Phone,iOS 13,Hyderabad
D300795,U101829,Windows PC,MacOS 10.15,Lucknow
D300796,U103667,Mac,Android 12,Delhi
D300797,U103383,Android Phone,iOS 13,Hyderabad
D300798,U100015,iPhone,MacOS 12,Ahmedabad
D300799,U103776,Windows PC,Android 10,Mumbai
D300800,U100960,Android Phone,iOS 14,Pune
D300801,U100929,Android Phone,iOS 14,Kolkata
D300802,U102718,Android Phone,Windows 10,Pune
D300803,U101205,Windows PC,MacOS 12,Ahmedabad
D300804,U104814,Android Phone,iOS 12,Mumbai
D300805,U100731,Android Phone,Android 10,Delhi
D300806,U100758,Android Phone,iOS 12,Chennai
D300807,U103803,Android Phone,Android 10,Bangalore
D300808,U101432,Android Phone,Windows 10,Bangalore
D300809,U103572,iPhone,iOS 14,Lucknow
D300810,U103407,Android Phone,Windows 11,Pune
D300811,U100945,iPhone,iOS 12,Chennai
D300812,U102899,iPhone,MacOS 12,Pune
D300813,U102684,Windows PC,MacOS 10.15,Mumbai
D300814,U100472,Android Phone,MacOS 10.15,Mumbai
D300815,U103821,iPhone,Windows 10,Delhi
D300816,U104287,iPhone,Android 11,Kolkata
D300817,U104735,iPhone,Android 10,Pune
D300818,U100439,Android Phone,MacOS 12,Hyderabad
D300819,U100892,Android Phone,MacOS 10.15,Hyderabad
D300820,U104125,iPhone,MacOS 10.15,Mumbai
D300821,U101521,Android Phone,iOS 15,Pune
D300822,U103127,Mac,MacOS 10.15,Hyderabad
D300823,U101741,Windows PC,iOS 13,Lucknow
D300824,U101087,iPhone,Android 10,Bangalore
D300825,U103124,Tablet,Android 12,Delhi
D300826,U101027,iPhone,MacOS 10.15,Kolkata
D300827,U100682,Android Phone,iOS 15,Mumbai
D300828,U102652,Android Phone,MacOS 12,Mumbai
D300829,U100967,Windows PC,MacOS 10.15,Bangalore
D300830,U100961,Android Phone,Windows 11,Pune
D300831,U103902,Mac,Android 9,Kolkata
D300832,U102643,Android Phone,Android 11,Jaipur
D300833,U102710,Android Phone,iOS 12,Mumbai
D300834,U100717,iPhone,Android 9,Lucknow
D300835,U100801,Windows PC,MacOS 12,Kolkata
D300836,U101953,Windows PC,Android 11,Hyderabad
D300837,U101942,Android Phone,iOS 12,Jaipur
D300838,U102258,Android Phone,Windows 10,Kolkata
D300839,U100672,iPhone,Android 9,Mumbai
D300840,U104492,Mac,iOS 15,Bangalore
D300841,U101813,Android Phone,Android 10,Lucknow
D300842,U104081,iPhone,MacOS 10.15,Delhi
D300843,U102000,Android Phone,Windows 10,Lucknow
D300844,U102360,iPhone,iOS 12,Pune
D300845,U100560,Android Phone,Windows 10,Hyderabad
D300846,U103383,Tablet,Android 12,Chennai
D300847,U100299,Android Phone,Android 10,Jaipur
D300848,U103739,iPhone,Android 9,Delhi
D300849,U104408,iPhone,Android 11,Ahmedabad
D300850,U101808,Android Phone,Windows 10,Bangalore
D300851,U104438,Android Phone,iOS 14,Chennai
D300852,U103493,iPhone,Android 12,Delhi
D300853,U100012,iPhone,Windows 10,Hyderabad
D300854,U101014,iPhone,iOS 12,Mumbai
D300855,U103206,iPhone,Android 10,Mumbai
D300856,U103508,Android Phone,Windows 10,Chennai
D300857,U100468,Mac,iOS 13,Kolkata
D300858,U103423,Android Phone,iOS 15,Lucknow
D300859,U104050,iPhone,iOS 14,Jaipur
D300860,U100459,Mac,Android 10,Kolkata
D300861,U104397,Mac,Android 9,Hyderabad
D300862,U102665,Android Phone,Android 10,Ahmedabad
D300863,U103083,Android Phone,Android 11,Chennai
D300864,U100252,iPhone,Android 11,Ahmedabad
D300865,U103065,Android Phone,MacOS 12,Pune
D300866,U102272,iPhone,Windows 11,Ahmedabad
D300867,U101857,iPhone,MacOS 10.15,Lucknow
D300868,U103901,Android Phone,iOS 13,Chennai
D300869,U101247,Android Phone,Android 12,Delhi
D300870,U100299,iPhone,iOS 12,Hyderabad
D300871,U102496,iPhone,MacOS 10.15,Chennai
D300872,U103718,Android Phone,iOS 12,Delhi
D300873,U100668,Android Phone,iOS 15,Mumbai
D300874,U104923,Android Phone,Android 10,Hyderabad
D300875,U103361,iPhone,MacOS 12,Lucknow
D300876,U104670,iPhone,iOS 15,Chennai
D300877,U102350,Windows PC,MacOS 12,Hyderabad
D300878,U100615,Tablet,Android 12,Mumbai
D300879,U100888,iPhone,iOS 15,Mumbai
D300880,U102503,Mac,Android 12,Ahmedabad
D300881,U102941,Android Phone,iOS 13,Pune
D300882,U103670,iPhone,Android 12,Mumbai
D300883,U103976,iPhone,Android 10,Hyderabad
D300884,U103813,iPhone,iOS 13,Hyderabad
D300885,U102943,iPhone,iOS 14,Delhi
D300886,U100090,Android Phone,Android 10,Chennai
D300887,U102648,Mac,iOS 12,Jaipur
D300888,U104097,Mac,Android 10,Chennai
D300889,U104238,Mac,iOS 15,Ahmedabad
D300890,U104172,Android Phone,Android 12,Pune
D300891,U100053,Tablet,Android 10,Delhi
D300892,U102176,iPhone,iOS 14,Lucknow
D300893,U103083,iPhone,MacOS 10.15,Lucknow
D300894,U101237,Android Phone,MacOS 12,Pune
D300895,U102048,Windows PC,MacOS 12,Mumbai
D300896,U100486,iPhone,Android 11,Jaipur
D300897,U100967,iPhone,Android 11,Delhi
D300898,U100028,Tablet,MacOS 10.15,Hyderabad
D300899,U104897,Android Phone,iOS 15,Kolkata
D300900,U104298,iPhone,iOS 14,Pune
D300901,U102019,Android Phone,Windows 11,Mumbai
D300902,U100021,Android Phone,Android 9,Jaipur
D300903,U101676,Android Phone,iOS 14,Hyderabad
D300904,U102170,Android Phone,iOS 14,Bangalore
D300905,U100845,Android Phone,MacOS 12,Chennai
D300906,U103308,Android Phone,iOS 13,Pune
D300907,U104988,Android Phone,iOS 14,Mumbai
D300908,U104219,iPhone,Windows 11,Bangalore
D300909,U104280,Android Phone,Android 12,Lucknow
D300910,U104154,Android Phone,Android 9,Jaipur
D300911,U100349,Android Phone,iOS 13,Chennai
D300912,U102757,Android Phone,iOS 15,Hyderabad
D300913,U102828,Android Phone,iOS 13,Kolkata
D300914,U100504,Mac,Windows 10,Bangalore
D300915,U100737,iPhone,Android 12,Bangalore
D300916,U102826,Android Phone,Android 9,Mumbai
D300917,U103578,iPhone,Windows 11,Jaipur
D300918,U101045,Android Phone,MacOS 10.15,Bangalore
D300919,U102420,iPhone,iOS 15,Mumbai
D300920,U100376,Tablet,Android 12,Pune
D300921,U100551,Android Phone,iOS 12,Mumbai
D300922,U102901,Android Phone,iOS 13,Lucknow
D300923,U102785,iPhone,iOS 13,Jaipur
D300924,U103750,Android Phone,Android 11,Kolkata
D300925,U104553,Android Phone,iOS 12,Mumbai
D300926,U100949,iPhone,Android 12,Mumbai
D300927,U101705,iPhone,iOS 13,Jaipur
D300928,U104279,Android Phone,iOS 12,Kolkata
D300929,U100254,Windows PC,iOS 14,Hyderabad
D300930,U104141,Android Phone,Windows 11,Mumbai
D300931,U104726,Android Phone,Android 12,Jaipur
D300932,U100499,iPhone,Android 9,Hyderabad
D300933,U100708,iPhone,Windows 11,Delhi
D300934,U103421,iPhone,Android 11,Delhi
D300935,U102375,iPhone,MacOS 12,Lucknow
D300936,U104937,iPhone,iOS 14,Delhi
D300937,U102723,Windows PC,iOS 14,Bangalore
D300938,U103275,iPhone,iOS 12,Delhi
D300939,U101185,Android Phone,Windows 10,Delhi
D300940,U101622,iPhone,iOS 15,Jaipur
D300941,U100887,Android Phone,MacOS 12,Ahmedabad
D300942,U100734,iPhone,Android 9,Chennai
D300943,U100565,Android Phone,Android 11,Mumbai
D300944,U104463,Android Phone,Android 12,Bangalore
D300945,U100349,iPhone,Android 11,Chennai
D300946,U102582,iPhone,MacOS 12,Ahmedabad
D300947,U102540,Android Phone,Android 9,Hyderabad
D300948,U100279,Android Phone,Android 10,Kolkata
D300949,U104210,Windows PC,iOS 13,Delhi
D300950,U102503,Tablet,Android 12,Mumbai
D300951,U100633,Android Phone,Android 12,Bangalore
D300952,U100643,Android Phone,iOS 15,Bangalore
D300953,U103503,Android Phone,iOS 14,Kolkata
D300954,U103098,Android Phone,MacOS 10.15,Jaipur
D300955,U102063,Android Phone,iOS 13,Kolkata
D300956,U102025,Windows PC,MacOS 12,Chennai
D300957,U100176,iPhone,Android 11,Hyderabad
D300958,U100159,Android Phone,Android 11,Delhi
D300959,U102679,Android Phone,iOS 12,Ahmedabad
D300960,U101818,Android Phone,Android 10,Delhi
D300961,U101260,iPhone,Android 9,Chennai
D300962,U101895,Android Phone,iOS 12,Lucknow
D300963,U103026,Android Phone,iOS 14,Kolkata
D300964,U101466,iPhone,Android 12,Ahmedabad
D300965,U101746,Android Phone,Android 12,Bangalore
D300966,U101413,iPhone,Android 10,Jaipur
D300967,U103332,Mac,Android 10,Chennai
D300968,U100273,Android Phone,MacOS 10.15,Bangalore
D300969,U104592,Android Phone,Android 9,Delhi
D300970,U102772,Windows PC,Windows 10,Chennai
D300971,U101222,Android Phone,Windows 10,Hyderabad
D300972,U103797,Android Phone,Android 11,Delhi
D300973,U104699,Windows PC,Android 11,Mumbai
D300974,U100291,iPhone,iOS 12,Chennai
D300975,U101021,Mac,iOS 15,Ahmedabad
D300976,U100719,Android Phone,Android 9,Hyderabad
D300977,U100353,Android Phone,Windows 11,Delhi
D300978,U103693,Android Phone,iOS 12,Delhi
D300979,U100963,Android Phone,iOS 13,Delhi
D300980,U101917,iPhone,MacOS 10.15,Chennai
D300981,U104074,Android Phone,Android 10,Bangalore
D300982,U103058,Android Phone,MacOS 12,Mumbai
D300983,U103387,Android Phone,iOS 15,Kolkata
D300984,U100488,Android Phone,iOS 13,Hyderabad
D300985,U104854,Android Phone,Android 9,Pune
D300986,U100413,iPhone,Android 9,Lucknow
D300987,U103549,Android Phone,Windows 11,Pune
D300988,U103197,iPhone,iOS 12,Lucknow
D300989,U102063,Android Phone,Windows 11,Lucknow
D300990,U104190,Android Phone,Windows 11,Jaipur
D300991,U104462,Mac,iOS 12,Chennai
D300992,U100351,Mac,Android 12,Delhi
D300993,U104790,Android Phone,Android 12,Delhi
D300994,U101205,Android Phone,iOS 15,Jaipur
D300995,U103958,Windows PC,Windows 10,Jaipur
D300996,U104103,iPhone,iOS 12,Chennai
D300997,U102783,Android Phone,iOS 14,Ahmedabad
D300998,U104316,Android Phone,iOS 14,Kolkata
D300999,U104128,Android Phone,Android 10,Delhi
D301000,U102613,iPhone,iOS 14,Pune
D301001,U100895,iPhone,Windows 11,Delhi
D301002,U102172,Android Phone,MacOS 12,Mumbai
D301003,U104501,Android Phone,iOS 12,Kolkata
D301004,U101013,Android Phone,Android 11,Delhi
D301005,U104997,iPhone,MacOS 10.15,Chennai
D301006,U100908,Mac,MacOS 12,Ahmedabad
D301007,U103325,iPhone,Windows 11,Hyderabad
D301008,U103204,iPhone,iOS 12,Delhi
D301009,U100979,Android Phone,Android 12,Bangalore
D301010,U102361,iPhone,iOS 15,Lucknow
D301011,U100722,Android Phone,Android 12,Lucknow
D301012,U101823,Android Phone,Windows 11,Lucknow
D301013,U104797,Android Phone,iOS 12,Hyderabad
D301014,U100271,Windows PC,Android 12,Kolkata
D301015,U104356,Android Phone,Windows 11,Ahmedabad
D301016,U103387,Android Phone,iOS 12,Lucknow
D301017,U103743,Windows PC,Android 10,Mumbai
D301018,U101410,iPhone,Windows 11,Jaipur
D301019,U104745,Android Phone,Android 12,Pune
D301020,U101267,Android Phone,iOS 15,Mumbai
D301021,U102517,Windows PC,iOS 15,Jaipur
D301022,U100183,Android Phone,Android 9,Delhi
D301023,U104438,Android Phone,Android 9,Delhi
D301024,U103522,Android Phone,Windows 11,Chennai
D301025,U100814,Android Phone,Android 9,Hyderabad
D301026,U103310,iPhone,Android 12,Kolkata
